Date,Channel,Campaign,Spend,Impressions,Clicks,Leads,MQLs,SQLs,Customers,Revenue
2024-07-08,Google Ads,Search - Non-Brand,20347.0,30688,1010,105,73,40,9,41792.0
2024-07-08,Google Ads,Shopping - Bestsellers,8362.0,12059,459,49,28,16,4,22373.0
2024-07-08,LinkedIn Ads,InMail - Account Based Marketing,7875.0,7550,70,5,4,2,0,0.0
2024-07-08,LinkedIn Ads,Lead Gen Forms - Enterprise,10506.0,12322,116,8,5,3,1,24195.0
2024-07-08,LinkedIn Ads,Sponsored Content - Decision Makers,14657.0,15219,125,9,6,3,1,15546.0
2024-07-08,Meta Ads,Advantage+ Shopping,11466.0,47561,1119,66,37,20,3,14789.0
2024-07-08,Meta Ads,Prospecting - Lookalike 1%,12525.0,54350,863,69,40,21,3,15202.0
2024-07-08,Meta Ads,Retargeting - Cart Abandoners,9673.0,25502,704,37,17,7,1,4786.0
2024-07-08,Meta Ads,Video Views - Brand Awareness,8133.0,26458,469,25,14,6,1,4521.0
2024-07-08,YouTube,Bumper Ads - Retargeting,6012.0,51050,571,20,7,3,0,0.0
2024-07-08,YouTube,Discovery Ads - Product Demo,8273.0,66618,850,32,12,4,0,0.0
2024-07-08,YouTube,In-Stream - Brand Awareness,8508.0,70381,789,18,8,3,0,0.0
2024-07-15,Affiliate,Cashback Partners,4659.0,19365,618,54,28,14,3,11575.0
2024-07-15,Affiliate,Content & Review Partners,7039.0,31155,804,69,31,16,3,11438.0
2024-07-15,Affiliate,Coupon & Deals Partners,8366.0,66996,1698,119,63,28,6,26111.0
2024-07-15,Email,Abandoned Cart Series,2169.0,12043,432,80,56,38,11,40019.0
2024-07-15,Email,Post-Purchase Upsell,1665.0,18253,521,110,74,45,12,52040.0
2024-07-15,Email,Weekly Newsletter,2245.0,17099,572,106,67,45,13,56300.0
2024-07-15,Email,Win-Back Campaign,1635.0,11468,384,84,55,34,10,44803.0
2024-07-15,Google Ads,Performance Max - New Customers,17873.0,23518,947,98,57,32,8,50593.0
2024-07-15,Google Ads,Search - Brand,11384.0,12505,613,66,44,22,4,21163.0
2024-07-15,Google Ads,Search - Non-Brand,19284.0,18818,680,83,47,28,5,24910.0
2024-07-15,Google Ads,Shopping - Bestsellers,7932.0,8760,324,31,18,10,3,18331.0
2024-07-15,LinkedIn Ads,InMail - Account Based Marketing,9026.0,9959,89,5,4,2,1,21180.0
2024-07-15,LinkedIn Ads,Lead Gen Forms - Enterprise,11272.0,12558,124,9,5,3,1,17585.0
2024-07-15,LinkedIn Ads,Sponsored Content - Decision Makers,14561.0,19255,157,11,8,5,1,15757.0
2024-07-15,Meta Ads,Advantage+ Shopping,13402.0,51246,899,71,34,18,2,8297.0
2024-07-15,Meta Ads,Prospecting - Lookalike 1%,14915.0,41185,1076,64,34,17,3,13915.0
2024-07-15,Meta Ads,Retargeting - Cart Abandoners,11345.0,34614,825,46,24,10,1,4126.0
2024-07-15,Meta Ads,Video Views - Brand Awareness,8963.0,36090,797,67,39,17,2,9169.0
2024-07-15,YouTube,Bumper Ads - Retargeting,6269.0,113778,966,20,7,3,0,0.0
2024-07-15,YouTube,Discovery Ads - Product Demo,7915.0,81404,1210,26,12,4,0,0.0
2024-07-15,YouTube,In-Stream - Brand Awareness,10837.0,58742,955,36,13,5,1,5275.0
2024-07-22,Affiliate,Cashback Partners,4784.0,18268,546,52,30,12,2,8011.0
2024-07-22,Affiliate,Content & Review Partners,6360.0,33018,769,59,35,15,3,12726.0
2024-07-22,Affiliate,Coupon & Deals Partners,8896.0,39412,1096,85,51,27,5,24327.0
2024-07-22,Email,Abandoned Cart Series,1926.0,19795,542,88,53,34,11,43256.0
2024-07-22,Email,Post-Purchase Upsell,1768.0,9158,408,64,40,27,7,25025.0
2024-07-22,Email,Weekly Newsletter,2402.0,31161,846,132,87,54,15,52868.0
2024-07-22,Email,Win-Back Campaign,1409.0,5790,258,50,31,20,7,29176.0
2024-07-22,Google Ads,Performance Max - New Customers,16794.0,15804,653,66,42,20,5,31001.0
2024-07-22,Google Ads,Search - Brand,12838.0,12274,524,54,31,14,4,21842.0
2024-07-22,Google Ads,Search - Non-Brand,21399.0,26676,1149,107,63,29,5,32085.0
2024-07-22,Google Ads,Shopping - Bestsellers,9281.0,11266,395,48,29,13,3,18443.0
2024-07-22,LinkedIn Ads,InMail - Account Based Marketing,9124.0,14590,96,7,5,3,1,19153.0
2024-07-22,LinkedIn Ads,Lead Gen Forms - Enterprise,11698.0,8870,89,7,4,3,1,24856.0
2024-07-22,LinkedIn Ads,Sponsored Content - Decision Makers,13260.0,9493,86,6,4,3,1,22037.0
2024-07-22,Meta Ads,Advantage+ Shopping,15197.0,42359,1191,67,34,14,2,6663.0
2024-07-22,Meta Ads,Prospecting - Lookalike 1%,13732.0,36302,827,63,32,15,2,9329.0
2024-07-22,Meta Ads,Retargeting - Cart Abandoners,10861.0,23995,647,52,23,10,2,8620.0
2024-07-22,Meta Ads,Video Views - Brand Awareness,8359.0,21675,499,25,11,5,1,3397.0
2024-07-22,YouTube,Bumper Ads - Retargeting,6258.0,91849,972,26,9,3,0,0.0
2024-07-22,YouTube,Discovery Ads - Product Demo,9007.0,58196,845,30,12,5,1,4637.0
2024-07-22,YouTube,In-Stream - Brand Awareness,11060.0,171655,1896,56,20,9,1,4865.0
2024-07-29,Affiliate,Cashback Partners,4729.0,21589,540,47,22,12,2,9935.0
2024-07-29,Affiliate,Content & Review Partners,6407.0,41839,903,84,48,20,4,19755.0
2024-07-29,Affiliate,Coupon & Deals Partners,8006.0,38851,1347,90,50,23,4,15064.0
2024-07-29,Email,Abandoned Cart Series,2366.0,26608,666,147,106,59,18,71847.0
2024-07-29,Email,Post-Purchase Upsell,1872.0,14629,491,86,60,37,12,42417.0
2024-07-29,Email,Weekly Newsletter,2142.0,22877,831,155,106,63,21,81627.0
2024-07-29,Email,Win-Back Campaign,1392.0,11212,335,51,37,23,7,28590.0
2024-07-29,Google Ads,Performance Max - New Customers,17125.0,15042,620,69,44,23,6,30924.0
2024-07-29,Google Ads,Search - Brand,13918.0,13383,485,59,36,20,4,26342.0
2024-07-29,Google Ads,Search - Non-Brand,18657.0,26670,1098,99,57,31,6,38568.0
2024-07-29,Google Ads,Shopping - Bestsellers,8258.0,6287,308,27,16,10,2,13164.0
2024-07-29,LinkedIn Ads,InMail - Account Based Marketing,8936.0,7452,59,3,2,1,0,0.0
2024-07-29,LinkedIn Ads,Lead Gen Forms - Enterprise,10896.0,17323,91,7,5,3,1,20089.0
2024-07-29,LinkedIn Ads,Sponsored Content - Decision Makers,14648.0,15727,132,9,6,4,1,16065.0
2024-07-29,Meta Ads,Advantage+ Shopping,13256.0,71446,1409,120,70,29,4,15356.0
2024-07-29,Meta Ads,Prospecting - Lookalike 1%,13941.0,45156,934,54,25,11,1,3678.0
2024-07-29,Meta Ads,Retargeting - Cart Abandoners,13081.0,36711,756,55,30,15,2,7304.0
2024-07-29,Meta Ads,Video Views - Brand Awareness,8925.0,40088,613,51,31,15,2,8323.0
2024-07-29,YouTube,Bumper Ads - Retargeting,7190.0,91081,979,35,14,6,1,4219.0
2024-07-29,YouTube,Discovery Ads - Product Demo,9941.0,64079,977,34,12,4,0,0.0
2024-07-29,YouTube,In-Stream - Brand Awareness,10984.0,139322,1115,24,11,5,1,4826.0
2024-08-05,Affiliate,Cashback Partners,5094.0,29982,783,56,27,14,2,8277.0
2024-08-05,Affiliate,Content & Review Partners,8429.0,41013,1049,83,46,23,4,17074.0
2024-08-05,Affiliate,Coupon & Deals Partners,8633.0,47530,1184,77,36,20,4,14303.0
2024-08-05,Email,Abandoned Cart Series,1858.0,15119,614,113,69,39,11,44846.0
2024-08-05,Email,Post-Purchase Upsell,1458.0,19977,541,122,83,58,17,67032.0
2024-08-05,Email,Weekly Newsletter,2421.0,15171,486,103,69,46,13,49445.0
2024-08-05,Email,Win-Back Campaign,1436.0,7194,303,55,39,22,6,18878.0
2024-08-05,Google Ads,Performance Max - New Customers,15972.0,13271,599,67,37,18,4,24448.0
2024-08-05,Google Ads,Search - Brand,13484.0,12699,647,64,43,22,5,29918.0
2024-08-05,Google Ads,Search - Non-Brand,19520.0,15840,640,71,43,22,5,23384.0
2024-08-05,Google Ads,Shopping - Bestsellers,9620.0,10633,482,43,26,12,2,11769.0
2024-08-05,LinkedIn Ads,InMail - Account Based Marketing,9101.0,11038,63,4,3,2,0,0.0
2024-08-05,LinkedIn Ads,Lead Gen Forms - Enterprise,11381.0,8998,82,4,3,1,0,0.0
2024-08-05,LinkedIn Ads,Sponsored Content - Decision Makers,12072.0,11810,78,5,4,2,0,0.0
2024-08-05,Meta Ads,Advantage+ Shopping,13821.0,65503,1470,112,59,26,4,20537.0
2024-08-05,Meta Ads,Prospecting - Lookalike 1%,13096.0,56299,882,73,38,17,2,10265.0
2024-08-05,Meta Ads,Retargeting - Cart Abandoners,10548.0,57388,1003,77,46,20,3,10839.0
2024-08-05,Meta Ads,Video Views - Brand Awareness,8496.0,20598,553,33,19,8,1,3247.0
2024-08-05,YouTube,Bumper Ads - Retargeting,7065.0,76290,897,34,16,7,1,3987.0
2024-08-05,YouTube,Discovery Ads - Product Demo,8043.0,43928,699,28,13,5,1,4113.0
2024-08-05,YouTube,In-Stream - Brand Awareness,9843.0,189215,1959,52,21,9,1,4278.0
2024-08-12,Affiliate,Cashback Partners,5595.0,33417,1268,112,60,28,5,23532.0
2024-08-12,Affiliate,Content & Review Partners,7058.0,37614,1070,105,62,32,6,29092.0
2024-08-12,Affiliate,Coupon & Deals Partners,9394.0,67189,1835,124,69,32,6,28876.0
2024-08-12,Email,Abandoned Cart Series,1911.0,10448,428,78,53,30,10,31643.0
2024-08-12,Email,Post-Purchase Upsell,1462.0,9678,271,53,34,22,7,25171.0
2024-08-12,Email,Weekly Newsletter,2272.0,14244,621,145,92,59,18,69188.0
2024-08-12,Email,Win-Back Campaign,1395.0,9896,411,88,53,30,10,36058.0
2024-08-12,Google Ads,Performance Max - New Customers,20812.0,18250,702,75,47,25,5,24686.0
2024-08-12,Google Ads,Search - Brand,12830.0,11298,520,64,41,20,4,20420.0
2024-08-12,Google Ads,Search - Non-Brand,23093.0,22560,1031,89,54,31,7,37637.0
2024-08-12,Google Ads,Shopping - Bestsellers,10354.0,6883,336,42,28,16,4,21829.0
2024-08-12,LinkedIn Ads,InMail - Account Based Marketing,8541.0,7590,70,3,2,1,0,0.0
2024-08-12,LinkedIn Ads,Lead Gen Forms - Enterprise,11218.0,11957,91,5,4,2,1,24969.0
2024-08-12,LinkedIn Ads,Sponsored Content - Decision Makers,12976.0,13175,90,6,4,3,1,24353.0
2024-08-12,Meta Ads,Advantage+ Shopping,12959.0,55458,988,79,40,19,3,14791.0
2024-08-12,Meta Ads,Prospecting - Lookalike 1%,14350.0,36283,1007,90,42,19,3,12161.0
2024-08-12,Meta Ads,Retargeting - Cart Abandoners,11372.0,24381,648,33,17,8,1,3287.0
2024-08-12,Meta Ads,Video Views - Brand Awareness,7766.0,39258,766,51,25,13,2,6373.0
2024-08-12,YouTube,Bumper Ads - Retargeting,6900.0,48721,855,21,8,3,0,0.0
2024-08-12,YouTube,Discovery Ads - Product Demo,8610.0,145921,1363,48,20,6,1,4843.0
2024-08-12,YouTube,In-Stream - Brand Awareness,10012.0,110360,1205,43,17,7,1,4707.0
2024-08-19,Affiliate,Cashback Partners,5479.0,41066,1217,106,53,21,4,14241.0
2024-08-19,Affiliate,Content & Review Partners,6812.0,26332,968,88,50,22,4,19352.0
2024-08-19,Affiliate,Coupon & Deals Partners,8541.0,53751,1212,97,52,26,4,14574.0
2024-08-19,Email,Abandoned Cart Series,2448.0,26942,827,171,107,64,19,63501.0
2024-08-19,Email,Post-Purchase Upsell,1670.0,9063,311,73,45,26,8,27239.0
2024-08-19,Email,Weekly Newsletter,2671.0,16223,540,102,75,42,11,36396.0
2024-08-19,Email,Win-Back Campaign,1813.0,14436,606,117,72,41,12,42363.0
2024-08-19,Google Ads,Performance Max - New Customers,15994.0,13836,719,67,38,20,4,25810.0
2024-08-19,Google Ads,Search - Brand,12115.0,12183,460,44,28,14,3,18586.0
2024-08-19,Google Ads,Search - Non-Brand,21057.0,35057,1127,111,74,43,8,48828.0
2024-08-19,Google Ads,Shopping - Bestsellers,9826.0,16517,574,67,40,23,5,23230.0
2024-08-19,LinkedIn Ads,InMail - Account Based Marketing,7885.0,9383,64,4,3,2,0,0.0
2024-08-19,LinkedIn Ads,Lead Gen Forms - Enterprise,10840.0,14328,83,5,3,2,1,20095.0
2024-08-19,LinkedIn Ads,Sponsored Content - Decision Makers,12127.0,14391,101,5,3,2,0,0.0
2024-08-19,Meta Ads,Advantage+ Shopping,12432.0,62425,982,50,30,14,2,7209.0
2024-08-19,Meta Ads,Prospecting - Lookalike 1%,15531.0,34123,887,64,36,18,2,8423.0
2024-08-19,Meta Ads,Retargeting - Cart Abandoners,12417.0,41121,1020,71,37,15,2,9809.0
2024-08-19,Meta Ads,Video Views - Brand Awareness,9752.0,32696,846,52,24,12,1,4487.0
2024-08-19,YouTube,Bumper Ads - Retargeting,6216.0,70553,1061,24,9,3,0,0.0
2024-08-19,YouTube,Discovery Ads - Product Demo,8859.0,71173,744,23,10,4,1,4710.0
2024-08-19,YouTube,In-Stream - Brand Awareness,9463.0,55930,921,25,9,4,0,0.0
2024-08-26,Affiliate,Cashback Partners,5260.0,45529,941,72,38,17,3,12161.0
2024-08-26,Affiliate,Content & Review Partners,6847.0,33536,877,71,42,18,3,14485.0
2024-08-26,Affiliate,Coupon & Deals Partners,9614.0,40088,1069,65,34,15,3,13702.0
2024-08-26,Email,Abandoned Cart Series,2104.0,9873,412,62,41,28,7,26603.0
2024-08-26,Email,Post-Purchase Upsell,1594.0,12212,401,90,56,39,12,47012.0
2024-08-26,Email,Weekly Newsletter,2035.0,18617,746,131,98,56,16,56998.0
2024-08-26,Email,Win-Back Campaign,1416.0,11341,379,70,52,32,11,44991.0
2024-08-26,Google Ads,Performance Max - New Customers,19527.0,18886,902,107,72,37,7,42332.0
2024-08-26,Google Ads,Search - Brand,12683.0,12937,557,58,38,21,5,32994.0
2024-08-26,Google Ads,Search - Non-Brand,20708.0,25383,1182,147,88,46,10,45131.0
2024-08-26,Google Ads,Shopping - Bestsellers,10054.0,8451,421,38,26,12,2,11149.0
2024-08-26,LinkedIn Ads,InMail - Account Based Marketing,8302.0,11799,73,5,3,2,1,15919.0
2024-08-26,LinkedIn Ads,Lead Gen Forms - Enterprise,11513.0,11021,77,4,2,1,0,0.0
2024-08-26,LinkedIn Ads,Sponsored Content - Decision Makers,12013.0,10268,94,6,4,2,1,15568.0
2024-08-26,Meta Ads,Advantage+ Shopping,14482.0,66592,1363,114,55,29,4,16305.0
2024-08-26,Meta Ads,Prospecting - Lookalike 1%,15071.0,34902,903,46,26,14,2,7207.0
2024-08-26,Meta Ads,Retargeting - Cart Abandoners,12241.0,46345,1154,93,42,20,3,11003.0
2024-08-26,Meta Ads,Video Views - Brand Awareness,7668.0,18094,486,41,24,12,2,8225.0
2024-08-26,YouTube,Bumper Ads - Retargeting,7407.0,103181,833,20,10,4,1,4120.0
2024-08-26,YouTube,Discovery Ads - Product Demo,9762.0,186263,1496,37,14,5,1,4276.0
2024-08-26,YouTube,In-Stream - Brand Awareness,11861.0,122046,1597,63,26,11,1,3948.0
2024-09-02,Affiliate,Cashback Partners,6719.0,29588,1041,100,52,29,4,15658.0
2024-09-02,Affiliate,Content & Review Partners,9583.0,47839,1697,108,56,25,4,16235.0
2024-09-02,Affiliate,Coupon & Deals Partners,11915.0,51970,1644,152,72,32,5,20122.0
2024-09-02,Email,Abandoned Cart Series,2416.0,15041,513,103,72,47,15,49652.0
2024-09-02,Email,Post-Purchase Upsell,1957.0,8400,372,63,46,27,8,24156.0
2024-09-02,Email,Weekly Newsletter,2840.0,16555,631,107,73,44,14,53505.0
2024-09-02,Email,Win-Back Campaign,1694.0,12648,376,60,37,22,8,25887.0
2024-09-02,Google Ads,Performance Max - New Customers,18426.0,15617,657,76,47,24,5,24292.0
2024-09-02,Google Ads,Search - Brand,12808.0,19645,800,93,52,28,7,33387.0
2024-09-02,Google Ads,Search - Non-Brand,19697.0,13652,662,70,47,22,5,30116.0
2024-09-02,Google Ads,Shopping - Bestsellers,10373.0,17183,579,53,31,18,4,26315.0
2024-09-02,LinkedIn Ads,InMail - Account Based Marketing,9284.0,14981,101,6,4,3,1,17812.0
2024-09-02,LinkedIn Ads,Lead Gen Forms - Enterprise,13573.0,9956,92,5,4,2,1,24090.0
2024-09-02,LinkedIn Ads,Sponsored Content - Decision Makers,16374.0,14773,134,10,7,4,1,21446.0
2024-09-02,Meta Ads,Advantage+ Shopping,18238.0,53583,1493,88,41,22,4,14672.0
2024-09-02,Meta Ads,Prospecting - Lookalike 1%,19289.0,58360,1082,76,42,18,2,10303.0
2024-09-02,Meta Ads,Retargeting - Cart Abandoners,14683.0,67957,1357,89,49,26,5,22169.0
2024-09-02,Meta Ads,Video Views - Brand Awareness,11658.0,42969,853,52,25,12,2,8254.0
2024-09-02,YouTube,Bumper Ads - Retargeting,8045.0,56757,837,29,14,5,0,0.0
2024-09-02,YouTube,Discovery Ads - Product Demo,10921.0,95045,1011,30,13,5,1,4861.0
2024-09-02,YouTube,In-Stream - Brand Awareness,13761.0,142171,1163,45,19,8,1,4629.0
2024-09-09,Affiliate,Cashback Partners,6957.0,32933,1047,83,46,21,3,14940.0
2024-09-09,Affiliate,Content & Review Partners,7890.0,52951,1429,129,67,29,6,26970.0
2024-09-09,Affiliate,Coupon & Deals Partners,10759.0,52898,1599,153,75,39,7,29650.0
2024-09-09,Email,Abandoned Cart Series,2367.0,23445,745,125,85,55,16,58249.0
2024-09-09,Email,Post-Purchase Upsell,2253.0,18104,657,117,70,49,13,57975.0
2024-09-09,Email,Weekly Newsletter,2590.0,22177,562,108,76,42,14,49585.0
2024-09-09,Email,Win-Back Campaign,1962.0,15395,577,133,84,54,18,68304.0
2024-09-09,Google Ads,Performance Max - New Customers,17720.0,16574,692,66,40,23,5,28173.0
2024-09-09,Google Ads,Search - Brand,15107.0,16352,652,78,54,32,6,29315.0
2024-09-09,Google Ads,Search - Non-Brand,22674.0,23543,1099,118,75,43,10,44585.0
2024-09-09,Google Ads,Shopping - Bestsellers,9661.0,11197,475,46,29,16,3,13207.0
2024-09-09,LinkedIn Ads,InMail - Account Based Marketing,10041.0,13101,80,5,3,2,1,20406.0
2024-09-09,LinkedIn Ads,Lead Gen Forms - Enterprise,16393.0,16656,119,6,4,2,1,22633.0
2024-09-09,LinkedIn Ads,Sponsored Content - Decision Makers,14887.0,15337,106,8,6,3,1,15882.0
2024-09-09,Meta Ads,Advantage+ Shopping,16340.0,82931,1519,88,40,19,2,7201.0
2024-09-09,Meta Ads,Prospecting - Lookalike 1%,18507.0,42214,1203,65,36,19,3,10288.0
2024-09-09,Meta Ads,Retargeting - Cart Abandoners,12640.0,49643,1078,68,33,17,2,7498.0
2024-09-09,Meta Ads,Video Views - Brand Awareness,11240.0,33914,618,39,20,11,2,6555.0
2024-09-09,YouTube,Bumper Ads - Retargeting,7493.0,89936,1454,51,20,8,1,3786.0
2024-09-09,YouTube,Discovery Ads - Product Demo,9584.0,60330,951,30,12,4,0,0.0
2024-09-09,YouTube,In-Stream - Brand Awareness,10882.0,83554,1032,31,15,5,0,0.0
2024-09-16,Affiliate,Cashback Partners,6590.0,44190,1118,107,52,27,4,17860.0
2024-09-16,Affiliate,Content & Review Partners,9268.0,51589,1804,174,82,42,8,39028.0
2024-09-16,Affiliate,Coupon & Deals Partners,11403.0,54252,1780,116,58,24,4,14128.0
2024-09-16,Email,Abandoned Cart Series,2365.0,21455,723,123,83,54,17,73791.0
2024-09-16,Email,Post-Purchase Upsell,2142.0,18656,471,104,65,39,11,38485.0
2024-09-16,Email,Weekly Newsletter,3149.0,16033,583,140,100,63,19,62537.0
2024-09-16,Email,Win-Back Campaign,2128.0,10998,411,69,51,30,8,27811.0
2024-09-16,Google Ads,Performance Max - New Customers,18623.0,20847,1026,100,61,28,6,29895.0
2024-09-16,Google Ads,Search - Brand,16210.0,17365,615,74,46,24,6,27185.0
2024-09-16,Google Ads,Search - Non-Brand,20693.0,22712,816,91,53,25,5,26650.0
2024-09-16,Google Ads,Shopping - Bestsellers,10364.0,10798,537,66,37,17,3,17289.0
2024-09-16,LinkedIn Ads,InMail - Account Based Marketing,10602.0,9583,93,4,3,2,0,0.0
2024-09-16,LinkedIn Ads,Lead Gen Forms - Enterprise,13503.0,20734,124,9,6,3,1,21861.0
2024-09-16,LinkedIn Ads,Sponsored Content - Decision Makers,16703.0,22701,134,8,5,3,1,23760.0
2024-09-16,Meta Ads,Advantage+ Shopping,14167.0,75644,1174,72,39,17,2,6582.0
2024-09-16,Meta Ads,Prospecting - Lookalike 1%,16208.0,32435,916,50,27,11,2,10032.0
2024-09-16,Meta Ads,Retargeting - Cart Abandoners,13087.0,56198,1331,88,50,23,4,14409.0
2024-09-16,Meta Ads,Video Views - Brand Awareness,8917.0,17231,502,26,15,8,1,3765.0
2024-09-16,YouTube,Bumper Ads - Retargeting,7962.0,56701,821,21,9,3,0,0.0
2024-09-16,YouTube,Discovery Ads - Product Demo,11443.0,62289,1076,25,11,4,0,0.0
2024-09-16,YouTube,In-Stream - Brand Awareness,12456.0,78462,1080,34,15,6,0,0.0
2024-09-23,Affiliate,Cashback Partners,5692.0,30331,1022,90,54,24,4,16269.0
2024-09-23,Affiliate,Content & Review Partners,8838.0,30744,1109,106,53,23,5,18595.0
2024-09-23,Affiliate,Coupon & Deals Partners,9679.0,83401,2091,190,106,46,8,29164.0
2024-09-23,Email,Abandoned Cart Series,2566.0,27008,951,165,110,68,19,70860.0
2024-09-23,Email,Post-Purchase Upsell,1916.0,15366,645,145,104,67,21,86262.0
2024-09-23,Email,Weekly Newsletter,2599.0,33065,841,185,138,90,27,117777.0
2024-09-23,Email,Win-Back Campaign,1892.0,15737,666,142,86,49,13,40204.0
2024-09-23,Google Ads,Performance Max - New Customers,19385.0,19840,867,78,47,22,4,25222.0
2024-09-23,Google Ads,Search - Brand,15872.0,11684,565,60,42,19,4,20451.0
2024-09-23,Google Ads,Search - Non-Brand,24315.0,20027,964,88,62,32,7,45752.0
2024-09-23,Google Ads,Shopping - Bestsellers,10192.0,11670,469,48,31,18,4,21045.0
2024-09-23,LinkedIn Ads,InMail - Account Based Marketing,10948.0,13428,114,7,5,3,1,22414.0
2024-09-23,LinkedIn Ads,Lead Gen Forms - Enterprise,13803.0,14373,87,6,4,2,1,24672.0
2024-09-23,LinkedIn Ads,Sponsored Content - Decision Makers,16038.0,15010,125,9,6,4,1,18176.0
2024-09-23,Meta Ads,Advantage+ Shopping,15424.0,76687,1492,80,41,17,2,9492.0
2024-09-23,Meta Ads,Prospecting - Lookalike 1%,16851.0,36998,959,66,32,16,3,11640.0
2024-09-23,Meta Ads,Retargeting - Cart Abandoners,14186.0,49197,1091,77,44,24,4,15012.0
2024-09-23,Meta Ads,Video Views - Brand Awareness,9602.0,22271,635,46,22,10,2,8229.0
2024-09-23,YouTube,Bumper Ads - Retargeting,7853.0,86926,1125,29,15,5,1,5336.0
2024-09-23,YouTube,Discovery Ads - Product Demo,10067.0,84048,1081,24,11,4,0,0.0
2024-09-23,YouTube,In-Stream - Brand Awareness,13559.0,184874,1633,33,15,5,0,0.0
2024-09-30,Affiliate,Cashback Partners,6737.0,40517,1146,71,38,19,3,11650.0
2024-09-30,Affiliate,Content & Review Partners,9549.0,38955,1176,81,48,26,5,24879.0
2024-09-30,Affiliate,Coupon & Deals Partners,10534.0,41247,1205,110,63,30,6,24282.0
2024-09-30,Email,Abandoned Cart Series,2562.0,32140,996,236,155,91,26,89752.0
2024-09-30,Email,Post-Purchase Upsell,2032.0,10521,430,98,63,39,10,30365.0
2024-09-30,Email,Weekly Newsletter,3148.0,16274,669,134,85,48,14,43925.0
2024-09-30,Email,Win-Back Campaign,2071.0,18411,470,92,56,36,12,52335.0
2024-09-30,Google Ads,Performance Max - New Customers,22359.0,16497,725,81,45,27,6,38595.0
2024-09-30,Google Ads,Search - Brand,15026.0,14525,599,67,42,21,4,20932.0
2024-09-30,Google Ads,Search - Non-Brand,20588.0,23750,1103,111,65,35,8,39731.0
2024-09-30,Google Ads,Shopping - Bestsellers,10563.0,20053,657,74,47,21,5,31374.0
2024-09-30,LinkedIn Ads,InMail - Account Based Marketing,9392.0,9536,88,6,4,2,0,0.0
2024-09-30,LinkedIn Ads,Lead Gen Forms - Enterprise,13210.0,12267,95,7,5,3,1,22921.0
2024-09-30,LinkedIn Ads,Sponsored Content - Decision Makers,17669.0,30354,162,10,6,3,1,17864.0
2024-09-30,Meta Ads,Advantage+ Shopping,16273.0,101002,1714,129,62,27,5,18145.0
2024-09-30,Meta Ads,Prospecting - Lookalike 1%,16493.0,60123,1143,85,39,18,3,10711.0
2024-09-30,Meta Ads,Retargeting - Cart Abandoners,13703.0,52969,1046,91,45,20,3,13923.0
2024-09-30,Meta Ads,Video Views - Brand Awareness,8993.0,44364,960,72,42,17,2,8331.0
2024-09-30,YouTube,Bumper Ads - Retargeting,7832.0,105256,1259,41,20,8,1,4910.0
2024-09-30,YouTube,Discovery Ads - Product Demo,9710.0,109920,1402,53,25,8,1,5060.0
2024-09-30,YouTube,In-Stream - Brand Awareness,11865.0,86484,1547,50,22,7,1,3668.0
2024-10-07,Affiliate,Cashback Partners,11040.0,77321,2398,200,106,50,10,47777.0
2024-10-07,Affiliate,Content & Review Partners,14666.0,113665,2709,222,104,46,7,27860.0
2024-10-07,Affiliate,Coupon & Deals Partners,18664.0,85114,2090,196,93,39,8,33350.0
2024-10-07,Email,Abandoned Cart Series,3774.0,32343,1401,227,150,96,26,86786.0
2024-10-07,Email,Post-Purchase Upsell,3038.0,20822,618,134,86,50,14,60500.0
2024-10-07,Email,Weekly Newsletter,4393.0,32284,1354,264,197,132,43,178880.0
2024-10-07,Email,Win-Back Campaign,2954.0,21395,824,129,87,50,15,47615.0
2024-10-07,Google Ads,Performance Max - New Customers,33885.0,28555,1128,100,67,35,8,52486.0
2024-10-07,Google Ads,Search - Brand,24100.0,31383,1498,147,100,51,11,54942.0
2024-10-07,Google Ads,Search - Non-Brand,33480.0,28115,1179,126,87,52,12,57753.0
2024-10-07,Google Ads,Shopping - Bestsellers,16994.0,18918,745,76,43,24,6,30154.0
2024-10-07,LinkedIn Ads,InMail - Account Based Marketing,14924.0,15452,132,6,4,2,1,22061.0
2024-10-07,LinkedIn Ads,Lead Gen Forms - Enterprise,21199.0,29492,166,11,8,5,1,17734.0
2024-10-07,LinkedIn Ads,Sponsored Content - Decision Makers,26686.0,49411,293,18,13,7,1,17613.0
2024-10-07,Meta Ads,Advantage+ Shopping,26390.0,81540,1709,86,44,18,2,7895.0
2024-10-07,Meta Ads,Prospecting - Lookalike 1%,26809.0,63421,1470,98,59,24,4,16415.0
2024-10-07,Meta Ads,Retargeting - Cart Abandoners,21557.0,52329,1183,80,39,20,3,10415.0
2024-10-07,Meta Ads,Video Views - Brand Awareness,14532.0,49777,1236,77,46,25,4,20509.0
2024-10-07,YouTube,Bumper Ads - Retargeting,10493.0,68667,993,25,11,4,0,0.0
2024-10-07,YouTube,Discovery Ads - Product Demo,17785.0,263602,2285,68,28,9,1,5448.0
2024-10-07,YouTube,In-Stream - Brand Awareness,20449.0,266110,2660,78,30,10,1,5035.0
2024-10-14,Affiliate,Cashback Partners,9291.0,54227,2046,164,82,44,9,38207.0
2024-10-14,Affiliate,Content & Review Partners,12788.0,77460,2677,257,127,54,10,48224.0
2024-10-14,Affiliate,Coupon & Deals Partners,17199.0,139229,3993,321,154,64,10,35559.0
